 3.200000e+03  8.564351e-01  6.060641e-01  2.143386e-01  3.603231e-02
 3.202000e+03  8.401497e-01  6.044605e-01  1.996853e-01  3.600392e-02
 3.204000e+03  8.122926e-01  6.028622e-01  1.734549e-01  3.597558e-02
 3.206000e+03  7.808691e-01  6.012692e-01  1.436526e-01  3.594727e-02
 3.208000e+03  7.531786e-01  5.996816e-01  1.175780e-01  3.591901e-02
 3.210000e+03  7.358538e-01  5.980992e-01  1.018638e-01  3.589078e-02
 3.212000e+03  7.332947e-01  5.965222e-01  1.009099e-01  3.586259e-02
 3.214000e+03  7.421355e-01  5.949503e-01  1.113507e-01  3.583445e-02
 3.216000e+03  7.572427e-01  5.933837e-01  1.280526e-01  3.580634e-02
 3.218000e+03  7.733466e-01  5.918224e-01  1.457460e-01  3.577827e-02
 3.220000e+03  7.848526e-01  5.902662e-01  1.588362e-01  3.575024e-02
 3.222000e+03  7.872009e-01  5.887151e-01  1.627635e-01  3.572226e-02
 3.224000e+03  7.810003e-01  5.871693e-01  1.581367e-01  3.569431e-02
 3.226000e+03  7.683178e-01  5.856285e-01  1.470229e-01  3.566640e-02
 3.228000e+03  7.512831e-01  5.840929e-01  1.315517e-01  3.563853e-02
 3.230000e+03  7.319818e-01  5.825623e-01  1.138088e-01  3.561069e-02
 3.232000e+03  7.124101e-01  5.810369e-01  9.579033e-02  3.558290e-02
 3.234000e+03  6.945032e-01  5.795164e-01  7.943161e-02  3.555515e-02
 3.236000e+03  6.800987e-01  5.780010e-01  6.657024e-02  3.552743e-02
 3.238000e+03  6.709683e-01  5.764906e-01  5.897791e-02  3.549976e-02
 3.240000e+03  6.688941e-01  5.749852e-01  5.843681e-02  3.547212e-02
 3.242000e+03  6.748287e-01  5.734847e-01  6.589946e-02  3.544452e-02
 3.244000e+03  6.860856e-01  5.719892e-01  7.867942e-02  3.541696e-02
 3.246000e+03  6.989885e-01  5.704986e-01  9.310046e-02  3.538943e-02
 3.248000e+03  7.096866e-01  5.690129e-01  1.053117e-01  3.536195e-02
 3.250000e+03  7.141609e-01  5.675322e-01  1.112943e-01  3.533450e-02
 3.252000e+03  7.095289e-01  5.660563e-01  1.081656e-01  3.530709e-02
 3.254000e+03  6.976715e-01  5.645851e-01  9.780665e-02  3.527972e-02
 3.256000e+03  6.816941e-01  5.631189e-01  8.332276e-02  3.525239e-02
 3.258000e+03  6.646179e-01  5.616575e-01  6.773534e-02  3.522510e-02
 3.260000e+03  6.493096e-01  5.602008e-01  5.391100e-02  3.519784e-02
 3.262000e+03  6.380119e-01  5.587490e-01  4.409230e-02  3.517063e-02
 3.264000e+03  6.309943e-01  5.573018e-01  3.854903e-02  3.514344e-02
 3.266000e+03  6.280900e-01  5.558594e-01  3.711426e-02  3.511630e-02
 3.268000e+03  6.291818e-01  5.544217e-01  3.967091e-02  3.508919e-02
 3.270000e+03  6.341981e-01  5.529888e-01  4.614722e-02  3.506213e-02
 3.272000e+03  6.427227e-01  5.515605e-01  5.612716e-02  3.503510e-02
 3.274000e+03  6.527956e-01  5.501368e-01  6.765065e-02  3.500810e-02
 3.276000e+03  6.619896e-01  5.487178e-01  7.829072e-02  3.498115e-02
 3.278000e+03  6.677827e-01  5.473034e-01  8.552502e-02  3.495423e-02
 3.280000e+03  6.676064e-01  5.458936e-01  8.678540e-02  3.492735e-02
 3.282000e+03  6.598190e-01  5.444884e-01  8.043009e-02  3.490051e-02
 3.284000e+03  6.463556e-01  5.430878e-01  6.839412e-02  3.487370e-02
 3.286000e+03  6.300185e-01  5.416917e-01  5.347988e-02  3.484692e-02
 3.288000e+03  6.135032e-01  5.403002e-01  3.838282e-02  3.482019e-02
 3.290000e+03  5.993626e-01  5.389131e-01  2.565593e-02  3.479350e-02
 3.292000e+03  5.895396e-01  5.375306e-01  1.724220e-02  3.476683e-02
 3.294000e+03  5.839694e-01  5.361525e-01  1.307665e-02  3.474021e-02
 3.296000e+03  5.821429e-01  5.347790e-01  1.265035e-02  3.471362e-02
 3.298000e+03  5.835955e-01  5.334098e-01  1.549863e-02  3.468707e-02
 3.300000e+03  5.878912e-01  5.320451e-01  2.118556e-02  3.466056e-02
 3.302000e+03  5.944254e-01  5.306848e-01  2.910659e-02  3.463408e-02
 3.304000e+03  6.018475e-01  5.293288e-01  3.791102e-02  3.460764e-02
 3.306000e+03  6.085793e-01  5.279773e-01  4.602079e-02  3.458123e-02
 3.308000e+03  6.129955e-01  5.266300e-01  5.181056e-02  3.455486e-02
 3.310000e+03  6.134459e-01  5.252872e-01  5.363022e-02  3.452853e-02
 3.312000e+03  6.088691e-01  5.239487e-01  5.041815e-02  3.450223e-02
 3.314000e+03  6.005202e-01  5.226144e-01  4.342980e-02  3.447597e-02
 3.316000e+03  5.902290e-01  5.212845e-01  3.449475e-02  3.444974e-02
 3.318000e+03  5.797849e-01  5.199589e-01  2.540248e-02  3.442355e-02
 3.320000e+03  5.709202e-01  5.186374e-01  1.788535e-02  3.439740e-02
 3.322000e+03  5.649475e-01  5.173203e-01  1.325599e-02  3.437128e-02
 3.324000e+03  5.616757e-01  5.160073e-01  1.132312e-02  3.434520e-02
 3.326000e+03  5.605615e-01  5.146986e-01  1.154383e-02  3.431915e-02
 3.328000e+03  5.610776e-01  5.133941e-01  1.339040e-02  3.429314e-02
 3.330000e+03  5.627017e-01  5.120937e-01  1.634086e-02  3.426716e-02
 3.332000e+03  5.649039e-01  5.107974e-01  1.986519e-02  3.424122e-02
 3.334000e+03  5.671206e-01  5.095054e-01  2.339994e-02  3.421531e-02
 3.336000e+03  5.687742e-01  5.082174e-01  2.636734e-02  3.418944e-02
 3.338000e+03  5.692809e-01  5.069336e-01  2.818375e-02  3.416360e-02
 3.340000e+03  5.680560e-01  5.056539e-01  2.826433e-02  3.413780e-02
 3.342000e+03  5.647368e-01  5.043781e-01  2.624661e-02  3.411203e-02
 3.344000e+03  5.598341e-01  5.031065e-01  2.264120e-02  3.408630e-02
 3.346000e+03  5.540743e-01  5.018390e-01  1.817465e-02  3.406060e-02
 3.348000e+03  5.481756e-01  5.005755e-01  1.356513e-02  3.403494e-02
 3.350000e+03  5.428444e-01  4.993160e-01  9.519120e-03  3.400932e-02
 3.352000e+03  5.386516e-01  4.980605e-01  6.607420e-03  3.398372e-02
 3.354000e+03  5.356632e-01  4.968089e-01  4.896090e-03  3.395816e-02
 3.356000e+03  5.338235e-01  4.955614e-01  4.329479e-03  3.393264e-02
 3.358000e+03  5.330808e-01  4.943178e-01  4.855890e-03  3.390715e-02
 3.360000e+03  5.333868e-01  4.930781e-01  6.427038e-03  3.388169e-02
 3.362000e+03  5.346185e-01  4.918424e-01  8.919864e-03  3.385627e-02
 3.364000e+03  5.363425e-01  4.906105e-01  1.190109e-02  3.383088e-02
 3.366000e+03  5.380438e-01  4.893826e-01  1.485563e-02  3.380553e-02
 3.368000e+03  5.392016e-01  4.881586e-01  1.726284e-02  3.378021e-02
 3.370000e+03  5.392911e-01  4.869384e-01  1.859785e-02  3.375493e-02
 3.372000e+03  5.379381e-01  4.857220e-01  1.848644e-02  3.372968e-02
 3.374000e+03  5.353757e-01  4.845095e-01  1.716174e-02  3.370446e-02
 3.376000e+03  5.319909e-01  4.833008e-01  1.501076e-02  3.367928e-02
 3.378000e+03  5.281702e-01  4.820960e-01  1.242008e-02  3.365413e-02
 3.380000e+03  5.242974e-01  4.808949e-01  9.773492e-03  3.362901e-02
 3.382000e+03  5.207139e-01  4.796975e-01  7.412384e-03  3.360393e-02
 3.384000e+03  5.176033e-01  4.785040e-01  5.520456e-03  3.357888e-02
 3.386000e+03  5.151100e-01  4.773142e-01  4.241922e-03  3.355386e-02
 3.388000e+03  5.133782e-01  4.761281e-01  3.721211e-03  3.352888e-02
 3.390000e+03  5.125536e-01  4.749458e-01  4.103911e-03  3.350393e-02
 3.392000e+03  5.126800e-01  4.737671e-01  5.433889e-03  3.347902e-02
 3.394000e+03  5.133871e-01  4.725921e-01  7.340800e-03  3.345414e-02
 3.396000e+03  5.141988e-01  4.714209e-01  9.348685e-03  3.342929e-02
 3.398000e+03  5.146360e-01  4.702533e-01  1.097827e-02  3.340447e-02
 3.400000e+03  5.142166e-01  4.690893e-01  1.174762e-02  3.337969e-02
 3.402000e+03  5.126065e-01  4.679290e-01  1.132258e-02  3.335494e-02
 3.404000e+03  5.100652e-01  4.667723e-01  9.962716e-03  3.333022e-02
 3.406000e+03  5.070012e-01  4.656191e-01  8.076462e-03  3.330554e-02
 3.408000e+03  5.038213e-01  4.644696e-01  6.070703e-03  3.328088e-02
 3.410000e+03  5.009295e-01  4.633237e-01  4.349532e-03  3.325627e-02
 3.412000e+03  4.986319e-01  4.621814e-01  3.218808e-03  3.323168e-02
 3.414000e+03  4.968506e-01  4.610426e-01  2.600953e-03  3.320713e-02
 3.416000e+03  4.954136e-01  4.599073e-01  2.323713e-03  3.318260e-02
 3.418000e+03  4.941492e-01  4.587756e-01  2.215488e-03  3.315812e-02
 3.420000e+03  4.928859e-01  4.576474e-01  2.104910e-03  3.313366e-02
 3.422000e+03  4.915102e-01  4.565226e-01  1.878295e-03  3.310924e-02
 3.424000e+03  4.901386e-01  4.554014e-01  1.652358e-03  3.308484e-02
 3.426000e+03  4.889454e-01  4.542837e-01  1.601293e-03  3.306048e-02
 3.428000e+03  4.881048e-01  4.531693e-01  1.899322e-03  3.303615e-02
 3.430000e+03  4.877915e-01  4.520585e-01  2.721120e-03  3.301186e-02
 3.432000e+03  4.880908e-01  4.509511e-01  4.152124e-03  3.298760e-02
 3.434000e+03  4.887273e-01  4.498471e-01  5.916851e-03  3.296337e-02
 3.436000e+03  4.893335e-01  4.487465e-01  7.647805e-03  3.293917e-02
 3.438000e+03  4.895395e-01  4.476493e-01  8.975181e-03  3.291500e-02
 3.440000e+03  4.889740e-01  4.465556e-01  9.527619e-03  3.289086e-02
 3.442000e+03  4.873864e-01  4.454651e-01  9.054515e-03  3.286676e-02
 3.444000e+03  4.850093e-01  4.443780e-01  7.788539e-03  3.284268e-02
 3.446000e+03  4.821963e-01  4.432943e-01  6.083334e-03  3.281865e-02
 3.448000e+03  4.792998e-01  4.422140e-01  4.291221e-03  3.279464e-02
 3.450000e+03  4.766699e-01  4.411369e-01  2.762335e-03  3.277066e-02
